glue,term,count,examples,safe_to_batch_approve
infix,lsof,11,"['Hellsoftrenovati', 'alcoholsoft', 'manlivebrazilwingerpromisethemoonsofticeicekeywarratmnetgrisofticeicekeywarratmnetgriecomillivanillimwarezcsandjanipanambeanablindfaithbitterpillsofticeicekeywaidechainpyrexcovermissionimbaytonatuhuposswinzipiblemorcoderopicsecomwarrratmnetgriecomillivanillimwarezcsandjanipanambeanablindfaithbitterpillecomillivanillimwarezcsandjanipanambeanablindfaithbitterpilltrisfineybrayinstormwatchouwebsi', 'medejavulerduperxmenrainmanlivebrazilwingerpromisethemoonsofticeicekeywarratmnetgrisofticeicekeywarratmnetgriecomillivanillimwarezcsandjanipanambeanablindfaithbitterpillsofticeicekeywaidechainpyrexcovermissionimbaytonatuhuposswinzipiblemorcoderopicsecomwarrratmnetgriecomillivanillimwarezcsandjanipanambeanablindfaithbitterpillecomillivanillimwarezcsandjanipanambeanablindfaithbitterpilltrisfine', 'nullsoft']",False
infix,desktop,11,"['3ddesktoppackage', 'XDG_DESKTOP_DIR', 'kdesktoprc', 'multidesktops', 'xdesktopwaves']",False
infix,computer,11,"['HostComputerName', 'IgnorantOfComputerStuff', 'mycomputerisfreakingtryingtobiteoffmyheadhelpmenoweveryone', 'supercomputers', 'yourcomputername']",False
infix,kernel,10,"['__kernel_vsyscall', 'icanhaskernel2', 'microkernels', 'removeOldKernels', 'set_kernel_font']",False
infix,window,10,"['XGetWindowProperty', 'avantwindowmanager', 'own_window_hints', 'own_window_type', 'tcp_window_scaling']",False
infix,ctrl,10,"['altctrlf1', 'correctrly', 'exactrly', 'remoteCTRL1', 'remotectrl1']",False
infix,volume,10,"['KEY_VOLUMEUP', 'Kvolumewhateverthing', 'libvolumeid0', 'subvolumes', 'udev_volume_id']",False
infix,copy,9,"['GLX_MESA_copy_sub_buffer', 'GL_NV_copy_depth_to_color', 'acopycat', 'dorkswhocopypaste', 'socannocopypaste']",False
infix,graphic,9,"['SciGraphica', 'cryptographically', 'geographical', 'geographically', 'pornographical']",False
infix,wireless,9,"['Comparison_of_open_source_wireless_drivers', 'kwirelessmonitor', 'supportbroadcomwirelesschipsets', 'yourWirelessName', 'your_wireless_card_sux']",False
infix,xmms,9,['gxmms2'],False
infix,processor,8,"['2processors', 'acpi_processor_register_performance', 'coprocessors', 'multiprocessors', 'mutliprocessors']",False
infix,password,8,"['MyPasswordSafe', 'PermitEmptyPasswords', 'jpasswordfields', 'mypasswordsafe', 'null_passwords']",False
infix,quake,8,"['CostaRicanQuaker', 'IOQuake3', 'ioquake3']",False
infix,address,8,"['ipaddresses', 'ipaddresshere', 'ipaddressofubuntubox', 'ipaddressofyourNFSserversay', 'kaddressbook']",False
infix,string,7,"['SixStringer', 'Six_String_sense', 'formatstrings', 'string1string2', 'substrings']",False
infix,channel,7,"['makeachannelname', 'myownchanneltotestscriptin', 'subchannels', 'thenameofthechanneltoseeifitexists', 'yourchannelname']",False
infix,connection,7,"['IceConnectionNumber', 'VPNconnections', 'directconnections', 'httpConnectionEncryt', 'max_connections']",False
infix,push,6,"['cpushares', 'epushing', 'puppypusher', 'spushy', 'truthpusher000']",False
infix,dash,6,"['LogicallyDashing', 'boulderDashClone', 'cdashiel', 'logicallydashing', 'misterdasher']",False
infix,account,6,"['LookupAccountNameW', 'myaccounthere', 'newaccounts', 'useraccounts', 'youraccountname']",False
infix,sqlite,6,"['libsqlite0', 'libsqlite3', 'pysqlite2']",False
infix,system,6,"['Dateisystemtyp', 'anti_system32', 'filsystemet', 'gotosystemadministrationprining', 'ksystemlog']",False
infix,dhcp,6,"['0dhcpd', 'nodhcpoffers', 'udhcpc', 'udhcpd']",False
infix,ports,6,"['backportsource', 'blackportsomething', 'list_backportsrepos', 'sportsbabe987', 'sportscar']",False
infix,resolution,6,"['815resolutions', '915resolutions', 'NoDFPNativeResolutionCheck', '_resolution_', 'fixresolutionhowto']",False
infix,passwd,6,"['htpasswd2', 'htpasswds']",False
infix,symlink,6,"['FollowSymLinks', 'FollowSymlinks', 'followsymlinks', 'resymlinking']",False
infix,speed,6,"['CoastingSpeedThreashold', 'burnspeeds', 'fanspeeds', 'warspeeding']",False
infix,runs,5,"['Brunsgaard', 'Brunswick', 'crunshbaNg', 'frunstrating', 'ts3client_runscript']",False
infix,none,5,"['Anonehawk', 'Vinnonet', 'anonever', 'cnonect', 'sixnonep']",False
infix,terminal,5,"['DpkgTerminalLog', 'IsthereawayIcanembedaterminalsessiononmydesktop', 'ttyterminalthinger', 'vte_terminal_set_opacity', 'yourterminalcommandhere']",False
infix,output,5,"['DefaultOutputOrder', 'NameOfOutputIsoWithoutExtension', '_output_', 'nameoutputfile']",False
infix,screensaver,5,"['xscreensaverrc', 'xscreensavers']",False
infix,wine,5,"['IWineD3DImpl_CheckDeviceMultiSampleType', 'ewwiness', 'winewineinwe', 'wwinedb', 'xwine_']",False
infix,application,5,"['BootApplications', 'capplications', 'soundapplications', 'startupapplications', 'subapplications']",False
infix,vista,5,"['DJVistaMan', 'devistated', 'idualbootwithvistabutitworksinvista', 'movistar']",False
infix,laptop,5,"['HardwareSupportLaptops', 'itsalaptopnoextrakeyboards', 'klaptop_acpi_helper', 'klaptopdaemon']",False
infix,pull,5,"['capulllossssssss', 'capullo', 'capullosssssssssss']",False
infix,compiz,5,"['gcompizthemer', 'libcompizconfig', 'libcompizconfig0']",False
infix,return,4,"['DysonReturns', 'Neohasreturned', 'penreturns', 'thevoidreturns']",False
infix,squid,4,"['AGan_squiddy', 'Agan_Squiddy', 'Agan_squiddy', 'bsquidwrd']",False
infix,ext2,4,"['text2html', 'text2speech']",False
infix,reinstall,4,"['_reinstall_', 'preinstallation', 'preinstalld', 'sreinstalling']",False
infix,proxy,4,"['SRLProxy_test_2', 'libproxy1', 'mod_proxy_html', 'mod_proxy_loadbalancing']",False
infix,unity,4,"['communityserver', 'immunitysec', 'notunityu', 'opportunitys']",False
infix,emacs,4,"['E4emacs4', 'xemacs21']",False
infix,directory,4,"['allowdirectorylistings', 'anydirectoryhere', 'fileOrDirectoryName', 'subdirectorys']",False
infix,global,4,"['OpGlobalBlackout', 'register_globals']",False
infix,installing,4,"['RecoveringUbuntuAfterInstallingWindows', 'recoverubuntuafterinstallingwindows', 'uninstallingprograms']",False
infix,wget,4,"['gwget2', 'iwgetid']",False
infix,plugins,4,"['_plugins_', 'nspluginswrapper']",False
infix,service,4,"['SSH2_MSG_SERVICE_ACCEPT', 'SSH2_MSG_SERVICE_REQUEST', 'pam_service_name', 'xvideoservicethief']",False
infix,devices,4,"['CONFIG_NETDEVICES_MULTIQEUE', 'CONFIG_NETDEVICES_MULTIQUEUE', 'no_devices_found', 'whateverdevicescalled']",False
infix,installer,4,"['swsoft_installer_v3', 'whatevertheinstallersnameis']",False
infix,debian,4,"['libparted0debian1', 'odbcinst1debian1']",False
infix,filename,4,"['G_FILENAME_ENCODING', 'GetModuleFileNameW', 'whateverthefilenameis', 'yourfilenamerhere']",False
infix,wiki,4,"['mediawiki1', 'twiking', 'wikiwikiwiki']",False
infix,result,4,"['100results', 'HoaryPMResults', 'maxresults', 'nonresults']",False
infix,ntfs,3,"['NeedsNTFSHelp', 'libntfs5', 'your_ntfs_img_file']",False
infix,feisty,3,"['25433_Ubuntu_feisty_i386', '8_Ubuntu_feisty_i386', 'sfeistydudes']",False
infix,mobo,3,"['dmobos', 'emoboy', 'samobody']",False
infix,cannot,3,"['ICannotUseTheSpaceKey', 'iwasupdatinmysystenwenwaspowerfailurenowicannotusespaceandvariousletters']",False
infix,protocol,3,"['iiprotocolii', 'inet_protocols']",False
infix,unmount,3,"['afterunmounting', 'ununmountabel', 'uuuunmounted']",False
infix,username,3,"['ihateusernames', 'insertusernamehere', 'myNewUsernameInIrc']",False
infix,bios,3,"['netbiosmachinename', 'nobiospnp', 'pnpbioss']",False
infix,workspace,3,"['num_workspaces', 'number_of_workspaces']",False
infix,daemon,3,"['_daemon_', 'istherealinuxmousedaemonicangrepdmesgfor', 'undaemonize']",False
infix,natty,3,['stefg_natty__'],False
infix,maverick,3,"['JoeMaverickSett', 'joemavericksett']",False
infix,pulse,3,"['impulsebsd', 'libpulse0']",False
infix,telnet,3,"['USHARE_TELNET_PORT', 'in_telnetd']",False
infix,compiler,3,"['decompilers', 'ofcompilers']",False
infix,keyboard,3,"['hkeyboards', 'itsalaptopnoextrakeyboards', 'thekeyboards']",False
infix,loopback,3,"['TRUATE_MESERVER_LIST_AFTER_LOOPBACK_ADDRESS', 'eloopbackup']",False
infix,object,2,"['SharedObjects', 'ShinyObjects']",False
infix,indicator,2,"['libindicator3', 'windicators']",False
infix,clone,2,"['mouseclone_', 'virtualclonedrive']",False
infix,dualboot,2,"['cansomeonehelpmewithdualbooting', 'idualbootwithvistabutitworksinvista']",False
infix,hostname,2,"['YOURHOSTNAMEHERE', 'yourhostnamehere']",False
infix,distro,2,"['get_distro_information', 'whydoesubuntucontinuetobethebaneoflinuxdistros']",False
infix,installed,2,"['get_installed_runtimes', 'notinstalledyetbecauseofissuewithupgrade']",False
infix,cheese,2,"['Mrcheesenips', 'mrcheesete0']",False
infix,lags,2,"['apolagsy', 'flagship']",False
infix,chmod,2,"['BatchMode', 'batchmode']",False
infix,interface,2,"['QDBusAbstractInterfacePrivate', 'libkontactinterface4']",False
infix,launcher,2,"['customlaunchers', 'quicklaunchers']",False
infix,website,2,"['ewebsites', 'qwebsites']",False
infix,reboot,2,"['14_rebootonly_gcov', 'autoreboots']",False
infix,packet,2,"['417packets', 'boringpackets']",False
infix,edgy,2,['0edgy2'],False
infix,cdrom,2,"['instluxCDROMUbuntu5_10_en', 'instluxCDROMUbuntu6_06english']",False
infix,azureus,2,"['_pathtoazureus_azureus', 'yourazureusport']",False
infix,updated,2,['WUpdatedv3'],False
infix,hardy,2,"['0hardy2_amd64', '6hardy1']",False
infix,howto,2,"['nooneknowshowtoinstallamarokfromthatrepo', 'sohowtofix']",False
infix,macbook,2,['NDPMACBOOKPRO'],False
infix,amarok,2,"['Gamarok__', 'nooneknowshowtoinstallamarokfromthatrepo']",False
infix,lxde,2,['glxdemo'],False
infix,broken,2,"['searchBrokenType', 'sorry_my_spacebar_is_broken_on_this_machine']",False
infix,strace,2,"['distraced', 'nameOfStraceFile']",False
infix,which,2,['sandwhiches'],False
infix,automatix,1,['_AUTOMATIX_'],False
infix,timeline,1,['untimeliness'],False
infix,filesystem,1,['gtkfilesystemmodel'],False
infix,graphics,1,['QGraphicsGridLayout'],False
infix,breezy,1,['newbreezyinstall'],False
infix,banshee,1,['command_to_have_banshee_play_next_song_here'],False
infix,installation,1,['deinstallations'],False
infix,rsync,1,['librsync1'],False
infix,automate,1,['almostautomated'],False
infix,overlay,1,['LIBOVERLAY_SCROLLBAR'],False
infix,mounted,1,['umountedc'],False
infix,cargo,1,['escargots'],False
infix,submit,1,['usb_submit_urb'],False
infix,metacity,1,['libmetacity0'],False
infix,dependencies,1,['BASE_DEPENDENCIES_CFLAGS'],False
infix,nautilus,1,['libnautilus2'],False
infix,ext3,1,['mkext3fs'],False
infix,running,1,['couldithavesomethingtodowithmerunningvista'],False
infix,https,1,['cgihttpserver'],False
infix,totem,1,['libtotem_mozilla'],False
infix,systems,1,['filsystemstyp'],False
infix,wubi,1,['PATHTOWUBIFILE'],False
infix,repository,1,['standartrepositorys'],False
infix,gtk2,1,['linux_gtk2_x86_no_jre'],False
infix,docker,1,['kxdockers'],False
infix,utopic,1,['autopicks'],False
infix,pidgin,1,['how_to_connect_to_irc_with_pidgin_gaim'],False
infix,livecd,1,['andidonthaveanylivecds'],False
infix,export,1,['ImportExportTools'],False
infix,microsoft,1,['demicrosoftening'],False
infix,virtualbox,1,['æævirtualboxææ'],False
infix,udev,1,['uudeview'],False
infix,hoary,1,['_hoary_'],False
infix,integrity,1,['CDIntegrityCheck'],False
infix,automount,1,['GnomeAutoMounting'],False
infix,cards,1,['Rt2500WirelessCardsHowTo'],False
infix,nvidia,1,['binarydriversnvidiahowto'],False
infix,crash,1,['thecrasher'],False
infix,dmesg,1,['istherealinuxmousedaemonicangrepdmesgfor'],False
infix,kubuntu,1,['MrKubuntuUser'],False
infix,array,1,['jarray52'],False
infix,options,1,['whateveryouroptionsare'],False
infix,tutorial,1,['Qttutorial1'],False
infix,gedit,1,['DougEdith'],False
infix,fglrx,1,['libfglrx_pp'],False
infix,fstab,1,['halfstable'],False
infix,memtest,1,['20_memtest86'],False
infix,ndiswrapper,1,['SetupNdiswrapperHowTo'],False
infix,64bit,1,['x64bits'],False
infix,fixes,1,['libxfixes3'],False
infix,router,1,['myroutereesid'],False
infix,ext4,1,['CONFIG_EXT4DEV_FS'],False
infix,firefox,1,['guidtoupgradingtofirefox1'],False
