word,total_count,categories
asdasdasda,1,plain
asdasdasd,1,plain
takee,1,plain
takedowns,1,plain
takeadump,1,plain
take'em,1,plain
takde,1,plain
takazuka,1,plain
takamoru,1,plain
takamarou,1,plain
takriban,1,plain
takout,1,plain
takning,1,plain
takng,1,plain
takne,1,plain
takled,1,plain
takle,1,plain
takl,1,plain
takkare,1,plain
takint,1,mismatch_plain
takilak,1,plain
takferon,1,plain
taketh,1,plain
takeshio,1,plain
takeshi,1,plain
takescreenshot,1,plain
talibs,1,plain
talh,1,plain
talesweaver,1,plain
tales's,1,plain
talerd,1,plain
taleoftwocities,1,plain
tald,1,plain
talcite2,1,has_digit
talbets,1,plain
talavera,1,plain
talat,1,plain
talaman72,1,has_digit
talaltam,1,plain
talaga,1,mismatch_plain
talaban,1,plain
takstbars,1,plain
talining,1,plain
talikin,1,plain
talik,1,plain
taligent,1,plain
taliesen,1,mismatch_plain
asdas,1,plain
asdadasdasdasdadasdas,1,plain
asctually,1,plain
ascreen,1,plain
ascq,1,plain
ascorted,1,plain
ascolto,1,plain
ascoltarmi,1,plain
asckapok,1,plain
asciikey,1,plain
asciiart,1,plain
talkinab,1,mismatch_plain
talkimng,1,plain
talkim,1,mismatch_plain
talkignto,1,plain
talkig,1,mismatch_plain
talki,1,plain
talkhouli,1,plain
talkhing,1,plain
talkhere,1,plain
talket,1,plain
talka,1,plain
talk2me,1,has_digit
talk'n,1,plain
talioth,1,plain
talios,1,plain
talinkg,1,plain
talkinging,1,plain
talkinf,1,mismatch_plain
aschool,1,plain
aschen,1,plain
ascertion,1,plain
asceel,1,plain
ascci,1,plain
ascarter,1,plain
asbw30,1,has_digit
asbw,1,plain
asbusy,1,plain
asbugerz,1,plain
asbstrakt,1,plain
asbani,1,plain
talkincg,1,plain
talkinb,1,plain
tallented,1,plain
tallent,1,plain
talle,1,plain
talladegha,1,plain
talku,1,plain
talkto,1,plain
talktalktalk,1,plain
talkt,1,plain
talksoup,1,plain
talknig,1,plain
talkn,1,plain
talkiong,1,plain
talkinig,1,plain
talkinh,1,plain
talkingtime,1,plain
talkingl,1,plain
asanchez,1,plain
tamanku,1,plain
tamagotchi,1,plain
tama00,1,has_digit
tama,1,plain
tam00,1,mismatch_has_digit
talvigi,1,plain
talso,1,plain
talntid,1,plain
tallys,1,plain
tallyan,1,plain
tallos,1,plain
tallked,1,plain
talliesin,1,plain
tallia1,1,has_digit
tallia,1,plain
tambin,1,plain
tamato,1,plain
tamatar,1,plain
asbach,1,plain
asaying,1,plain
asay,1,mismatch_plain
asaup,1,mismatch_plain
asauhauhhausa,1,plain
asatruar,1,plain
asathoer,1,plain
asasasasasasasas,1,plain
asasas,1,plain
asas,1,plain
asar,1,plain
asapters,1,mismatch_plain
asante,1,plain
tanalark,1,plain
tamy,1,plain
tamvien,1,plain
tamu,1,plain
tamperproof,1,plain
tamow,1,plain
tamon,1,plain
tamnkaz,1,plain
tamilnadu,1,plain
tamilian,1,plain
tamilans,1,plain
tameout,1,plain
tamcat,1,plain
tamboza,1,plain
tamborong,1,plain
también,1,latin_extended
tangotool,1,plain
tangogps,1,plain
tangoblack,1,plain
tangkf,1,mismatch_plain
tange,1,plain
tangable,1,plain
tanetris,1,mismatch_plain
tanek,1,plain
taneb,1,plain
tane,1,plain
tands,1,plain
tandrews,1,plain
tando,1,plain
tandkkk,1,plain
tanath's,1,plain
tanarsin,1,plain
tankc,1,plain
tankado,1,plain
tank8465,1,has_digit
tanidi,1,plain
tanhkyoutoo,1,mismatch_plain
asamixer,1,plain
asamix,1,plain
asamak,1,mismatch_plain
asalamwailakum,1,plain
asako,1,plain
asaid,1,plain
asadsads0,1,has_digit
asadsads,1,plain
asadf's,1,plain
asabil,1,plain
as97,1,has_digit
tant,1,plain
tanstaafle,1,mismatch_plain
tanstaafl,1,plain
tanssimme,1,plain
tanscode,1,plain
tanq,1,plain
tanpptreez,1,plain
tannoy,1,mismatch_plain
tannerh,1,plain
tannerf,1,plain
tanner2007,1,has_digit
tanner13,1,has_digit
tankz,1,plain
tanku,1,plain
tankies,1,plain
tankdriver,1,mismatch_plain
aryou,1,plain
aryn,1,plain
taoyer,1,plain
taos's,1,plain
taomaster,1,mismatch_plain
taoli,1,plain
taofd's,1,plain
taofd,1,mismatch_plain
tao087,1,has_digit
tanzy,1,plain
tanzanite,1,plain
tanyone,1,plain
tanxs,1,plain
tanubis,1,plain
tantris,1,plain
tanthrix,1,plain
tapelle,1,plain
tapdancing,1,plain
tapbutton1,1,has_digit
tapbutton,1,plain
tapan,1,plain
as5,1,has_digit
as400's,1,has_digit
as31,1,mismatch_has_digit
as3,1,has_digit
as2lib,1,mismatch_has_digit
as2,1,has_digit
as180x,1,has_digit
as1,1,has_digit
arzt4n,1,mismatch_has_digit
arzt,1,mismatch_plain
arzisxam,1,plain
tar'ed,1,plain
taqime,1,plain
taqedsh,1,plain
taqcdbyht,1,plain
tapz,1,mismatch_plain
tapwe,1,plain
tapthru,1,plain
tappign,1,plain
tapp,1,plain
tapout,1,plain
tapor,1,plain
taphold,1,plain
tapeunits,1,plain
tapettes,1,plain
tapestreamer,1,plain
tapellu,1,plain
arya,1,plain
arww,1,plain
arwen,1,plain
arw,1,plain
arvin,1,plain
arvhive,1,plain
arvhivces,1,plain
arvhio,1,plain
arvernus,1,plain
arv3n,1,has_digit
arv,1,plain
aruzi,1,plain
taranm,1,plain
taranegra,1,plain
taraaa,1,plain
tar'ing,1,plain
tarelurulz,1,plain
tarelrulz,1,plain
tareleruz,1,plain
tarelerul2,1,mismatch_has_digit
tarelerul,1,mismatch_plain
tardproof,1,plain
tardeeees,1,plain
tarded,1,plain
tardard,1,plain
tarc,1,mismatch_plain
tarballls,1,plain
tarball's,1,plain
tarawsa33,1,mismatch_has_digit
tarawsa,1,mismatch_plain
tarantala,1,plain
aryehgregor,1,plain
targetdirectory,1,plain
targetdata,1,plain
targertdirectory,1,plain
targer,1,mismatch_plain
targa,1,plain
arusul,1,plain
arussel,1,plain
aruntomare,1,plain
arunreddy,1,plain
arunning,1,plain
arunce,1,mismatch_plain
aruna,1,plain
arumeniajin,1,plain
arulalan,1,plain
tarfu,1,plain
tareq,1,plain
artstream,1,plain
artsplay,1,plain
tarnmaster,1,plain
tarminal,1,plain
tarlimit,1,plain
tarkowski,1,plain
tarkastamista,1,plain
tarin,1,mismatch_plain
tarihini,1,plain
targzs,1,plain
targzipped,1,mismatch_plain
targetx,1,plain
targettfolder,1,plain
targetpw,1,plain
targetpath,1,plain
targethost,1,plain
tarokun,1,plain
tarocupado,1,plain
tarntow,1,plain
tarnor72306,1,has_digit
tarnor,1,plain
arula,1,plain
arugments,1,plain
arugment,1,plain
arugeable,1,plain
aruge,1,plain
arucard,1,plain
artzra,1,plain
artx,1,plain
artvandalae,1,plain
arturikus,1,plain
artur,1,plain
tarvid,1,plain
tarus,1,plain
tarteged,1,mismatch_plain
tarskial,1,plain
tarskbar,1,plain
tarsin,1,plain
tarside,1,plain
tarrred,1,mismatch_plain
tarrows,1,plain
tarro,1,plain
tarris,1,plain
tarrifs,1,plain
tarrgiting,1,plain
tarrence,1,plain
tarrant,1,plain
taroven1,1,has_digit
taskbarup,1,mismatch_plain
task0,1,has_digit
tasete,1,plain
tase,1,plain
tasas,1,plain
artsiom,1,mismatch_plain
artsbuilder,1,mismatch_plain
artpad,1,plain
artowrk,1,plain
artotopm,1,plain
artop,1,mismatch_plain
artmi,1,plain
artiz,1,plain
artiv,1,mismatch_plain
tarwatirn1,1,mismatch_has_digit
tarwatirn,1,mismatch_plain
artifical,1,plain
tasktray,1,plain
tasktel,1,plain
taskshell,1,plain
tasksell,1,plain
taskscreencast,1,plain
taskmon,1,plain
taskmenu,1,plain
tasklists,1,plain
taskleiste,1,plain
taskl,1,plain
taskjugller,1,plain
taskis,1,plain
taskdef,1,plain
taskbra,1,plain
taskbat,1,plain
tassis,1,plain
taslkinga,1,plain
artistname,1,plain
artistis,1,plain
artista1,1,has_digit
artista,1,plain
artissimo,1,plain
artish,1,mismatch_plain
artisam,1,plain
artimis,1,mismatch_plain
artillarytxwhat,1,plain
artikle,1,plain
artikel,1,plain
artii,1,plain
artig,1,plain
artificats,1,plain
tatlk,1,plain
tatinha,1,plain
tatical,1,plain
tatic,1,plain
tather,1,plain
tatctic,1,plain
tatarin,1,plain
tataj,1,plain
tastum,1,plain
tasto,1,plain
tastk,1,plain
tasterne,1,plain
tastelss,1,plain
tastefull,1,plain
tast,1,plain
tassoman,1,mismatch_plain
tatsum,1,mismatch_plain
tatoos,1,plain
tatooing,1,plain
tatooine,1,mismatch_plain
tatooed,1,mismatch_plain
artifaxcts,1,plain
artifax,1,plain
artifactory,1,plain
artifacted,1,mismatch_plain
articules,1,mismatch_plain
articlestitledlikethissuck,1,plain
articel,1,plain
artice,1,mismatch_plain
artic,1,plain
arthuza,1,plain
tato,1,plain
tawanda,1,plain
tavasti,1,plain
tav,1,plain
tautomatic,1,plain
tausen,1,plain
tauris,1,plain
tauren,1,mismatch_plain
taula,1,plain
tauhshi,1,mismatch_plain
taugth,1,plain
taugh,1,mismatch_plain
taub,1,plain
tatz,1,plain
tatu,1,plain
tattoed,1,plain
tatt,1,plain
tb2012,1,has_digit
tb2,1,has_digit
tb1,1,has_digit
tazz,1,plain
tazy,1,plain
tayyabali,1,plain
tayping,1,mismatch_plain
taykp5c5o8iism,1,has_digit
taykp,1,plain
taxo,1,plain
taxman's,1,plain
tawt,1,mismatch_plain
tawooh,1,plain
tawmu,1,plain
tawkin,1,plain
tawd,1,plain
tbelieve,1,plain
tbc,1,plain
tbamr,1,plain
tbad,1,plain
tb5300,1,mismatch_has_digit
arthurmaciel,1,plain
arthurjohnson,1,plain
arthurdent,1,plain
arthros,1,plain
arthive,1,plain
arther,1,plain
arthands,1,plain
artgument,1,plain
artflow,1,plain
artemiys,1,plain
artemis84,1,has_digit
tbhg,1,plain
artemis3's,1,has_digit
artem,1,plain
arted,1,plain
artcle,1,plain
artcile,1,plain
artciel,1,plain
artarfon,1,plain
artard,1,plain
artan1s,1,has_digit
artan,1,plain
artagnon,1,plain
arstechnica's,1,mismatch_plain
tbhe,1,plain
tbexact,1,plain
tbeta,1,mismatch_plain
tbuhp,1,plain
tbstewa,1,plain
tbrock,1,plain
tbred,1,plain
tbrd,1,plain
tbrashed,1,plain
tbozzbus,1,plain
tbosh,1,plain
tbooting,1,plain
tbootin,1,plain
tbo,1,mismatch_plain
tbnid,1,plain
tblame,1,plain
tbj,1,plain
tbi,1,plain
tbhis,1,plain
tcan,1,plain
tca,1,plain
tc4400,1,has_digit
tbytes,1,plain
tbx,1,plain
arstari,1,plain
arsney,1,plain
arsked,1,plain
arsiv,1,plain
arsirc,1,plain
arshive,1,plain
arshed,1,plain
arsham,1,plain
arseny,1,plain
arsehats,1,mismatch_plain
tbunny,1,plain
arrumi,1,plain
arruinar,1,plain
arruah,1,plain
arrticle,1,plain
tcifs,1,plain
tci,1,plain
tchs,1,plain
tchown,1,plain
tchmnky,1,plain
tchebb,1,plain
tchao,1,plain
tcetest,1,mismatch_plain
tcbmo,1,plain
tcb,1,plain
tcas,1,plain
tcant,1,plain
tcl1,1,has_digit
tckb,1,plain
tck9,1,has_digit
tcip,1,plain
tcikcthe,1,plain
arschloch,1,plain
arsch,1,plain
arsalan,1,plain
ars3biscuits,1,has_digit
ars14,1,mismatch_has_digit
ars0s,1,has_digit
arrêter,1,latin_extended
arryay,1,plain
arry,1,plain
arrumzen,1,plain
arrumo,1,plain
arrrrrggggggghhhhhhhh,1,plain
arrrrghhhhh,1,mismatch_plain
tcp's,1,plain
tcouyld,1,mismatch_plain
tconnecting,1,plain
tcom,1,plain
tcoenraad,1,plain
tcob,1,plain
tclued,1,mismatch_plain
tcls,1,plain
tclineks,1,plain
tclinc,1,plain
tclhal,1,plain
tclerror,1,plain
tclconfig,1,plain
tcl32x1,1,has_digit
tcpspy,1,plain
tcprobe,1,plain
tcprelay,1,plain
tcpmux,1,plain
tcpmss,1,mismatch_plain
arrt,1,plain
arrrrrrrrrrrrrrrrrrrrrrrg,1,plain
arrrrrrrrrrrrrrrrghhhhhh,1,plain
arrrrrrrrh,1,plain
arrrrrrrr,1,plain
arrrrrrrgh,1,plain
arrrrrrrg,1,mismatch_plain
arrrrrrgh,1,plain
arrrrrrgggggghhhhhhh,1,plain
arrrrrr,1,mismatch_plain
arrrrrggggh,1,plain
tcs,1,plain
tcrypt,1,plain
tcris,1,plain
arrrrggh,1,plain
arrrrgggghh,1,plain
arrrow,1,plain
arrrghhh2,1,has_digit
arrrgghhh,1,plain
arrrggh,1,plain
arrrggghhhh,1,plain
arrrggghhh,1,plain
arrrgggg,1,mismatch_plain
arrrggg,1,mismatch_plain
arrrgg,1,plain
tcr,1,plain
tcpxd,1,plain
tda827x,1,mismatch_has_digit
arrrgaah,1,plain
arrrff,1,plain
arrowlance,1,plain
arroung,1,plain
arrounf,1,plain
arrounds,1,plain
arrors,1,plain
tda1004x,1,has_digit
td200,1,has_digit
tczew,1,plain
tcx111,1,has_digit
tcx,1,plain
tctch,1,plain
tct's,1,plain
tct,1,plain
tdofjbotrh,1,plain
tdoes,1,plain
tdnicho,1,plain
tdlguik1c,1,has_digit
tdlguik,1,plain
tdl,1,plain
tdks,1,plain
tdirectory,1,plain
tdid,1,mismatch_plain
tdh,1,plain
tdfxfb,1,plain
tdf,1,mismatch_plain
tdeuling,1,plain
tdd,1,plain
tdb,1,plain
tdate,1,plain
tdr112,1,has_digit
tdown,1,plain
tdowg1,1,has_digit
tdowg,1,plain
arroll,1,plain
arrogrant,1,plain
arroes,1,plain
arrivederla,1,plain
arriv,1,mismatch_plain
arrite,1,plain
arrik,1,plain
arrighty,1,plain
arrid,1,plain
arrick1,1,has_digit
arrhh,1,plain
tdog,1,mismatch_plain
0x0003f3de,1,has_digit
0x00002d,1,has_digit
0x000000ff00000000,1,has_digit
0x0000000f00000000000000000000000000000000000000000000000000000000,1,has_digit
0x00000007b,1,has_digit
0write,1,has_digit
0wnz,1,has_digit
0wnage,1,has_digit
te3,1,has_digit
te28f320,1,mismatch_has_digit
tdzk,1,plain
tdumb,1,plain
tdt,1,plain
tdru,1,plain
tdrgh,1,plain
tdr1976,1,has_digit
teachertool,1,plain
teachasnc,1,plain
teabrick,1,plain
teab,1,plain
arrgghhhs,1,plain
arrgghhh,1,plain
arrggghhhh,1,plain
arrggghhh,1,plain
arretez,1,plain
arreter,1,plain
0x000f3c86,1,has_digit
0x000e3a08,1,has_digit
0x000e,1,has_digit
0x000c8962,1,has_digit
0x000b067c,1,has_digit
0x0009b95f,1,has_digit
teaseing,1,plain
tearrolls,1,plain
tearn,1,plain
tearms,1,plain
tearly,1,plain
tearin,1,plain
teanh,1,plain
teamviewer7,1,has_digit
teamviewed,1,plain
teamrocket1233c,1,has_digit
teamrocket,1,plain
teamo,1,plain
team0,1,has_digit
teake,1,plain
teacy,1,plain
teachme,1,plain
teath,1,plain
arrensbox,1,plain
arrenlex's,1,plain
arren1ex,1,has_digit
arreis,1,mismatch_plain
arreglarlo,1,plain
arreglar,1,mismatch_plain
arregate,1,plain
arrea,1,plain
array6,1,has_digit
array4,1,has_digit
array3,1,has_digit
array2,1,mismatch_has_digit
arraxca,1,plain
arrary,1,plain
teasure,1,plain
arrainged,1,plain
arraged,1,plain
arrage,1,plain
arra4,1,has_digit
arquments,1,plain
arquitecture,1,plain
arq,1,plain
arptables,1,plain
tech0008,1,has_digit
tecent,1,plain
tecas,1,plain
tebibyte,1,plain
tebi,1,plain
tebe,1,plain
teavhing,1,plain
teathered,1,mismatch_plain
arps,1,plain
arppoison,1,plain
arpi,1,plain
arphic,1,plain
arphetic,1,mismatch_plain
arpharazon,1,plain
arpenker,1,mismatch_plain
arpegius,1,plain
arpan,1,plain
arpalert,1,plain
techhique,1,plain
techgurl,1,plain
techer,1,plain
techboy,1,plain
techbaut,1,plain
arrangein,1,plain
technecaily,1,plain
techncally,1,plain
techn9ne,1,has_digit
techn0brain,1,mismatch_has_digit
techmolust,1,plain
techmix,1,plain
techman224,1,has_digit
techjim,1,plain
techiue,1,plain
techiniques,1,plain
teching,1,plain
techinall,1,plain
techinal,1,plain
techie1,1,has_digit
arpspoof,1,plain
arpscan,1,plain
technie,1,plain
technico,1,plain
technicallyhesri,1,plain
arownd,1,plain
arow,1,plain
arouter,1,plain
arout,1,plain
arouns,1,plain
arounhd,1,plain
arounff,1,plain
aroundthe,1,plain
aroundm,1,mismatch_plain
aroughter,1,plain
technicaally,1,plain
technial,1,plain
technel,1,plain
technoolgy,1,mismatch_plain
technoloyg,1,plain
technologicaly,1,mismatch_plain
technologi,1,mismatch_plain
technolog,1,plain
technolgoy,1,plain
technolagies,1,mismatch_plain
technol,1,plain
technoish,1,plain
technofreak,1,plain
technodict,1,plain
technlogy,1,plain
techniqualy,1,plain
techniqs,1,plain
technilcally,1,plain
technika,1,plain
techsocial,1,plain
techrush,1,plain
techrat,1,plain
techra,1,mismatch_plain
techpraxis,1,plain
techpepsi,1,plain
techozone,1,plain
techology,1,mismatch_plain
technque,1,plain
technotux,1,plain
technotrend,1,plain
technostalgia,1,plain
technospeak,1,plain
technorati,1,plain
technorat,1,plain
technophile,1,plain
tecnically,1,plain
tecnical,1,plain
tecnhology,1,plain
tecnhical,1,plain
tecleo,1,plain
teclea,1,plain
teclas,1,mismatch_plain
tecla,1,plain
tecknomancer,1,plain
tecknicially,1,plain
tecknaly,1,plain
teckie,1,plain
techzg,1,plain
techsuperfreak,1,plain
techsuper,1,plain
techsolo,1,plain
tecnovm,1,plain
tecnopata,1,plain
tecnoboy,1,plain
tecnique,1,plain
tecnicodpc,1,plain
aroubd,1,plain
arou,1,plain
arota,1,plain
aroro,1,plain
arora's,1,plain
aroound,1,mismatch_plain
aroot,1,plain
arooooo,1,plain
aroon,1,mismatch_plain
arood,1,plain
aronud,1,plain
teeal,1,plain
tedius,1,plain
tediuous,1,plain
tedi,1,plain
teddybear,1,plain
teddie,1,plain
tedc,1,plain
tedata,1,plain
tecywix121,1,has_digit
tecywix,1,plain
tected,1,plain
tecta,1,plain
tect,1,plain
tecra510cdt,1,has_digit
teco,1,mismatch_plain
tecnovm64's,1,has_digit
teeedserw,1,plain
teeed,1,plain
aromark,1,plain
aromah,1,plain
arom,1,plain
arok,1,plain
aroiund,1,plain
aroiogaerbguiergbuogaiowergio,1,plain
aroia,1,plain
arochford,1,plain
aro,1,mismatch_plain
arntcha,1,plain
arnout,1,plain
teeddddi,1,plain
teech,1,plain
teebones,1,plain
teesting,1,mismatch_plain
teerminal,1,plain
teepog,1,plain
teeo,1,plain
teensex,1,plain
teenie,1,plain
teenbeat2007,1,has_digit
teenbeat,1,plain
teen4u,1,mismatch_has_digit
teemperor,1,mismatch_plain
teelittle,1,plain
teeless,1,plain
teek,1,plain
teehehehe,1,plain
teeehehehe,1,plain
teeeeee,1,plain
tegor,1,plain
tegenwoordig,1,plain
tegel,1,plain
arnno,1,plain
arning,1,plain
arnie's,1,plain
arnald,1,plain
arnakin,1,mismatch_plain
arna84,1,has_digit
arna,1,plain
armzd,1,plain
teftor,1,plain
tefago,1,plain
teets,1,plain
teethdood,1,plain
teetasse,1,plain
tehguy,1,plain
tehfile,1,plain
tehfalcon,1,plain
tehf,1,plain
tehering,1,plain
tehere,1,plain
teheh,1,plain
tehdave,1,plain
tehd,1,plain
tehcombination,1,mismatch_plain
tehchieftain,1,plain
tehboriz,1,plain
tehbaut1,1,has_digit
tehat,1,plain
tehandrewryan,1,plain
tegyek,1,plain
tehnef,1,plain
tehmps,1,plain
tehmenus,1,plain
tehmaze,1,plain
tehm0nk,1,has_digit
armys,1,plain
armyants,1,plain
armyandy,1,plain
army12bc,1,has_digit
armv7,1,has_digit
armv6,1,has_digit
armv4t,1,has_digit
armoured,1,plain
armorall,1,mismatch_plain
armon,1,mismatch_plain
tehj,1,plain
teitunge,1,plain
teitter,1,mismatch_plain
teimu,1,plain
teilen,1,plain
teied,1,mismatch_plain
teid,1,plain
tehy're,1,plain
tehta,1,plain
tehscreen,1,plain
tehreis,1,plain
tehr,1,plain
tehquickness,1,plain
tehowe,1,plain
tehnology,1,plain
tehno,1,plain
tehnicall,1,plain
teking,1,plain
tekhne,1,plain
tekes,1,plain
teken,1,plain
tekdoctk,1,plain
armm,1,plain
armitage,1,plain
armiret,1,plain
armin390,1,has_digit
armidale,1,plain
armi,1,plain
armence,1,plain
armegeddon,1,plain
armegatron,1,plain
armegadon,1,plain
tekchic,1,plain
armedking,1,plain
armanth's,1,plain
armanox,1,plain
armagguedes,1,plain
armagettron,1,plain
armagetrond,1,plain
armagentron,1,plain
armagedons,1,plain
armagedden,1,mismatch_plain
armagatron,1,mismatch_plain
armag,1,plain
teknocool,1,plain
teknikaly,1,plain
teknikally,1,mismatch_plain
teklling,1,plain
tekllen,1,mismatch_plain
teleconfering,1,plain
telecomunnication,1,plain
telecomunications,1,plain
telecomm,1,plain
telecity,1,plain
telecharger,1,plain
telcontar,1,plain
telcel,1,plain
telaso,1,plain
telarian02,1,has_digit
telarian,1,plain
tekteen,1,plain
tekrar,1,plain
teknoprep,1,plain
teknomancer,1,plain
teknohan,1,plain
telepath,1,plain
telep,1,plain
telemaster,1,plain
telefone,1,plain
armadale,1,plain
arm9,1,has_digit
arm0ur,1,has_digit
arly,1,plain
arls,1,plain
arlosmar,1,plain
arlo3d,1,has_digit
arleslie,1,plain
arlenor,1,plain
arla,1,plain
arkygeek,1,plain
telefon,1,plain
telewest,1,plain
telewell,1,plain
televu,1,plain
televison,1,plain
televisión,1,latin_extended
teletypetypewriter,1,plain
teletubby,1,plain
teletone,1,plain
telestick,1,plain
telesecret,1,mismatch_plain
teleported,1,plain
telepone,1,plain
telepnone,1,mismatch_plain
telephatically,1,plain
telepathize,1,mismatch_plain
telepathetic,1,plain
telilng,1,plain
teliasonera,1,plain
teleyinex,1,plain
telexion,1,plain
arktvrvs,1,plain
arkoldthos,1,plain
arkkis,1,plain
arkkado,1,mismatch_plain
arkives,1,plain
arkid,1,plain
arkhives,1,plain
arkhart,1,plain
arkfenix's,1,plain
arken0493,1,has_digit
arken,1,plain
arke,1,plain
tellit,1,plain
tellinng,1,plain
tellinme,1,plain
tellinit,1,mismatch_plain
tellign,1,plain
tellgeforce,1,plain
telles,1,plain
telled,1,plain
tellbabo,1,mismatch_plain
tell0,1,has_digit
tell'em,1,plain
telkom's,1,plain
telkom,1,plain
telist,1,plain
telint3,1,mismatch_has_digit
telint,1,mismatch_plain
tellthepersonhow,1,plain
tellthem,1,plain
tellpluto,1,plain
tello,1,plain
tellmarch,1,plain
arkani,1,plain
arkanes,1,plain
arkadien,1,plain
arkadaþlar,1,latin_extended
arkadas,1,plain
arkadalarm,1,plain
arkadalar,1,plain
arkada015elar,1,has_digit
ark4,1,has_digit
tellm,1,plain
tellls,1,plain
telquel,1,plain
arjj,1,plain
arj,1,mismatch_plain
arizone,1,plain
arix,1,plain
ariving,1,plain
arives,1,mismatch_plain
arival,1,plain
aritrary,1,plain
aritport,1,plain
arithmethics,1,mismatch_plain
arith,1,plain
aritecture,1,plain
telmex,1,plain
telme,1,plain
telm,1,plain
temiendo,1,mismatch_plain
aristotles,1,plain
aristoteles,1,mismatch_plain
aristocles,1,plain
arist,1,plain
arios,1,mismatch_plain
arioc,1,plain
arinux,1,plain
arinudh0,1,has_digit
arinda,1,plain
temic,1,plain
temember,1,plain
teme,1,plain
teluge,1,plain
telss,1,plain
telroght,1,plain
temparerly,1,plain
temparary,1,plain
temp4bod,1,has_digit
temp3,1,has_digit
temp20,1,has_digit
temp2's,1,has_digit
temp10,1,has_digit
temp09,1,has_digit
temos,1,plain
temoprarilly,1,mismatch_plain
temo,1,plain
temlar,1,plain
teminus,1,plain
teminate,1,plain
teminally,1,plain
temina,1,plain
tempest1,1,has_digit
tempermentle,1,plain
temperingpick,1,plain
temperemental,1,plain
tempereature,1,mismatch_plain
temperaures,1,plain
temperary,1,mismatch_plain
temperarly,1,plain
temperarily,1,plain
temperaly,1,plain
temperalily,1,plain
tempelhof,1,plain
tempeldirne,1,plain
tempdrive,1,plain
tempdirectory,1,plain
tempcd,1,plain
temporarally,1,plain
temporaly,1,plain
temporalily,1,plain
temporal717,1,has_digit
temporaily,1,plain
tempor,1,mismatch_plain
tempoarily,1,plain
tempoararly,1,plain
templetes,1,plain
templete,1,plain
templer,1,plain
templeprime,1,plain
templehof,1,plain
templating,1,plain
templaryum,1,plain
tempest1about,1,has_digit
temporarilly,1,mismatch_plain
temporariliy,1,plain
temporari,1,plain
temporarey,1,plain
arima,1,plain
arijus,1,plain
arijt,1,plain
arigs,1,plain
arigoto,1,plain
arigold,1,plain
arigatu,1,plain
arigat,1,plain
arifd86,1,has_digit
arifd,1,plain
arifax,1,mismatch_plain
ariez,1,plain
temptant,1,plain
temproray,1,plain
tempretures,1,plain
tempreture,1,plain
tempreature,1,plain
tempratore,1,mismatch_plain
temprarily,1,mismatch_plain
tempramental,1,plain
temppy,1,plain
tempporary,1,plain
tempouce,1,mismatch_plain
temporily,1,plain
temporey,1,mismatch_plain
temporery,1,plain
temporerly,1,plain
temporaryu,1,plain
temviewer,1,mismatch_plain
tems,1,plain
temr,1,plain
ariesas,1,plain
ariesam,1,plain
arien,1,mismatch_plain
arielx,1,plain
arielmt,1,plain
ariefbayu,1,plain
arie,1,plain
arides,1,mismatch_plain
arick,1,plain
ariciao,1,plain
ariba,1,mismatch_plain
tempuser262,1,has_digit
tempurature,1,plain
tendré,1,latin_extended
tendre,1,plain
ariane5,1,has_digit
arial32,1,mismatch_has_digit
ariacus,1,plain
ariables,1,plain
ari5av,1,has_digit
arhitecture,1,plain
tencent,1,mismatch_plain
tenatively,1,mismatch_plain
tenan,1,plain
tenach,1,plain
tena,1,plain
ten98,1,has_digit
ten80p,1,has_digit
temviwer,1,plain
tengulre,1,plain
tengues,1,plain
arhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,plain
arhhhh,1,plain
arhgh,1,plain
arguument,1,plain
argumet,1,plain
argumebnt,1,mismatch_plain
arguemnt,1,plain
tengksa,1,plain
tengil,1,plain
tengga,1,plain
teng,1,plain
tenemos,1,plain
tenebrix,1,plain
tenebraeunus,1,plain
tenplus,1,plain
tenphil,1,plain
tenpaiyomi,1,plain
tenog,1,plain
tennesee,1,plain
tennant,1,plain
tenmporary,1,plain
tenju,1,mismatch_plain
tenis,1,plain
teniendo,1,plain
tenical,1,plain
teni,1,plain
tenhut,1,plain
tenha,1,plain
tengwar,1,plain
tengus,1,plain
tepodia,1,plain
teorize,1,plain
teorically,1,plain
teoretically,1,plain
tenés,1,mismatch_latin_extended
tenyrold,1,plain
tenue,1,plain
tention,1,plain
tentating,1,plain
tentando,1,plain
tenta,1,plain
tensorpedding,1,plain
tensoprpudding,1,plain
tenshihan,1,plain
tenserpudding,1,plain
tenrig,1,plain
teps,1,plain
teprrr,1,plain
argthh,1,plain
argtable2,1,has_digit
argtable,1,plain
argouml,1,plain
argotes,1,plain
argomento,1,plain
argmument,1,plain
argment,1,plain
arglebargles,1,plain
argle,1,plain
arging,1,plain
argies,1,plain
arghshs,1,plain
teppic,1,plain
teratory,1,plain
teratorn,1,mismatch_plain
teraterm,1,plain
terasurfer,1,plain
terastation,1,mismatch_plain
teranova,1,mismatch_plain
terahurtz,1,mismatch_plain
teragig,1,plain
terafl0ps,1,mismatch_has_digit
terafl,1,mismatch_plain
teracker,1,plain
tequest,1,plain
teqam,1,plain
teq,1,plain
tepus6,1,has_digit
tepus,1,plain
arghm,1,plain
arghghghhg,1,plain
arghghghghggh,1,plain
arghghghghg,1,plain
arghghg,1,plain
arghfgdsf,1,plain
